text,first_frame
13.29 Wekin Poof (Alistar) Ward Quest Complecel Completion,48300
Time: 13.29,48300
13.20 [Team] Wekin Poof (Alistar): *top,48900
13.221 Caesar (Sylas) is on che way,48900
13.27 | will trade (Gangplank) purchased Control Ward,48900
13.29 Wekin Poof (Alistar) Ward Quest Complecel Complecion,48900
"Time: 13,29",48900
13.40 TacricalO (Jhin) signals that enemies are missing,48900
13.41 ASTROBOY99 (Naafiri) signals enemy has vision here,48900
13.29 Wekin Poof (Alistar) Ward Quest Complecell Completion,49200
13.40 TacticalO (Jhin) signals that enemies are missing,49200
13.44 Caesar (Sylas) asking for assistance,49200
13.45 Caesar (Sylas) is asking for assistance,49200
13.45 TacticalO (Jhin) signals thar enemies are missing,49200
13.29 Wekin Poof (Alistar) WYaru Q=i Zutriplerel €tpledion,49500
"Time: |3,29",49500
13.40 TacticalO (hin) signals that enemies are missing,49500
13.45 Caesar (Sylas) asking for assistance,49500
13.45 TacticalO (hin) signals that enemies are missing,49500
13.50 ASTROBOY99 (Naafiri) signals enemy has vision here,49500
13.45 TacricalO (Jhin) signals char enemies are missing,49800
13.52 ASTROBOY99 (Naafiri) signals enemy has vision here,49800
13.54 Wekin Poof (Alistar) is on the way,49800
13.54 ASTROBOY99 (Naafiri) on the way,49800
13.55 ASTROBOY99 (Naafiri) signals to be caucious,49800
13.56 ASTROBOY99 (Naafiri) is on the way,49800
Wekin E,50100
13.54 Wekin Pcof (Alistar) is on the way,50100
13.55 ASTROBOY99 (Naafiri) signals to be caurious,50100
13.56 ASTROBOY99 (Naafiri) on the way,50100
13.57 ASTROBOY99 (Naafiri) signals to all in,50100
13.54 ASTROBOY99 (Naafiri) is on che way,50400
13.56 ASTROBOY99 (Naafiri) is on che way,50400
14.03 Sylas has stolen Fiddlescicks' 5 ulcimatel,50400
14.05 ASTROBOY99 (Naafiri) i5 on rampagel,50400
4.05 ASTROBOY99 (Naafiri) is on che way,50400
13.55 ASTROBOY99 (Naafiri} signals to be caurious,50700
13.57 ASTROBOY99 (Naafiri} signals to all in,50700
14.03 Sylas has scolen Fiddlescicks' $ ulcimatel,50700
14.05 ASTROBOY99 (Naafiri) on rampagel,50700
14.05 ASTROBOY99 (Naafiri) is on the way,50700
14.03 Sylas has scolen Fiddlesticks' $ ulcimatel,51000
14.16 Caesar (Sylas) signals that enemies are missing,51000
14.16 TacricalO (Jhin) signals that enemies are missing,51000
14.05 ASTROBOY99 (Naafiri) on rampager,51300
14.05 ASTROBOY99 (Naafiri) on che way,51300
14.16 Caesar (Sylas) signals thar enemies are missing,51300
14.18 Caesar (Sylas) on the way,51300
14.21 ASTROBOY99 (Naafiri) signals Wekin Poof- (Alistar) to fall,51300
back,51300
14.21 TacricalO (Jhin} signals that enemies are missing,51300
Naafiri ,51600
14.21 Tacticall (Jhin) signals chat enemies are missing,51600
1421 Wekn Pcof (Alistari on the way,51600
14222 Caesar (Sylas) is on the way,51600
14.23 ASTROBOY99 (Naafiri) signals to be caucious,51600
14.23 TacricalO (Jhin) signals chat enemies are missing,51600
14.23 ASTROBOY99 (Naafiri) signals to be caurious,51600
14.26 ASTROBOY99 (Naafiri) is on che way,51600
14.23 ASTROBOY99 (Naafiri) signals to be cautious,51900
14.26 ASTROBOY99 (Naafiri) is on the way,51900
14.27 ASTROBOY99 (Naafiri) unstoppablel,51900
14.28 TacticalO (Jhin): Sivir Alive,51900
14.28 TacticalO (Jhin): Sllr Alive,51900
14.28 TacticalO (Jhin): Sivir F live,51900
14.29 TacticalO (hin) igrul: corerreat,51900
14.28 TacticalO (hin): Sivir Alive,52200
14.28 TaccicalO (Jhin): Sivir Alive,52200
14.29 TacricalO (Jhin) signals to rerreat,52200
14.33 Wekin Poof (Alistar) purchased Locker of the Iron Solari,52200
14.36 Welin Poof (Alistar) purchased Control Ward,52200
14.29 TacticalO (Jhin) signals to rerreat,52500
14.33 Wekin Poof (Alistar) purchased Locker of che Iron Solari,52500
14.36 Wekin Poof (Alistar) purchased Control Ward,52500
14.41 TacricalO (Jhin} signals chat enemies are missing,52500
14.28 TaccicalO (hin): Sivir Alive,52800
14.41 TacricalO (Jhin) signals chat enemies are missing,52800
285,53100
4 81,53100
81,53700
543,53700
14.28 TaccicalO (Jhin): Slvli - Alive,54000
"14.28 TaccicalO (hin): Slvii"" Alive",54000
14.33 Wekin Pcof (Alistar) purchased Locker of che Iron Solari,54000
4.41 TacricalO (Jhin) signals chat enemies are missing,54000
"15,05 ASTROBOY99 (Naafiri): Serylda'$ Grudge Need 93 gold",54000
15.06 Caesar (Sylas) signals that enemies are missing,54000
14.28 TaccicalO (Jhin): Sivli - Alive,54300
14.29 TacricalO (Jhin) signals to retreat,54300
4.36 Wekin Poof (Alisrar) purchased Control Ward,54300
441 TacticalO (Jhin) signals char enemies are missing,54300
15.05 ASTROBOY99 (Naafiri): Serylda'5 Grudge Need 93 gold,54300
15.06 Caesar (Sylas) signals chat enemies are missing,54300
15.07 Caesar (Sylas): Arbessa Unleashed Teleport,54300
15.05 ASTROBOY99 (Naafiri): Serylda '$ Grudge Need 93 gold,54600
15.07 Caesar (Sylas): Ambesza Unleashed Teleport,54600
15.15 TaccicalO (Jhin): Enemy Red Buff Alive,54600
15.15 TacricalO (Jhin): Rifc Herald Spawning in 0.45,54600
14.36 Wekin Poof (Alisrar) purchased Control Ward,54900
1441 TacricalO (Jhin) signals char enemies are missing,54900
15.05 ASTROBOY99 (Naafiri): Serylda $ Grudge Need 93 gold,54900
15.07 Caesar (Sylas): Arbessza Unleashed Teleport,54900
15.15 TacticalO (Jhin): Enemy Red Buff Alive,54900
15.15 TacricalO (Jhin): Rift Herald Spawning in 0.45,54900
15.18 Wekin Poof (Alistar) signals to be caurious,54900
1375,55200
14.41 TacricalO (Jhin) signals that enemies are missing,55200
15.07 Caesar (Sylas): Ambessa Unleashed Teleport,55200
15.15 TacticalO (Jhin): Enemy Red Buff - Alive,55200
15.18 Wekin Pcof (Alistar) signals to be caurious,55200
15.23 TaccicalO (Jhin) purchased Control Ward,55200
15.15 TacricalO (Jhin): Riftc Herald Spawning in 0.45,55800
15.23 TacricalO (Jhin) purchased Control Ward,55800
15.33 ASTROBOY99 (Naafiri) signals chat enemies are missing,55800
15.05 ASTROBOY99 (Naafirij: Serylda'5 Grudge Need 93 gold,56100
15.06 Caesar (Sylas} signals chac enemies are missing,56100
"15,07 Caesar (Sylas)' / riber Unleashed Telepert",56100
15.15 Tacticall (hin); Eremy Red Buff Alive,56100
15.15 Tacticall (Jhin): Rift Herald Spawning in 0.45,56100
I58 Wvekin Pocf (Alistar) signals CC be caurious,56100
1523 Tacricalu (hin) purchased Control Ward,56100
15.33 ASTROBOY99 (Naafiri) sigrals chat enemies are missing,56100
"15,15 TacricalO (Jhin) Enery Red Buff - Alive",56400
15.15 TacricalO (Jhin): Rif Flerald Spawning in 0.45,56400
15.18 Wcldn Pcof (Alistar) signals to be cautious,56400
15.33 ASTROBOY99 (Naatiri) signals char enemies are missing,56400
15.45 Caesar (Sylas) signals chat enemies are missing,56400
15.46 ASTROBOY99 (Naafiri) signals enemy has vision here,56400
15.46 [ wlll trade (GGangplank) signals enemy has vision here,56400
CHANNELING,56700
15.33 ASTROBOY99 (Naafiri) signals char enemies are missing,56700
15.45 Caesar (Sylas) signals that enemies are missing,56700
15.46 | will trade (Gangplank) signals enemy has vision here,56700
15.47 ASTROBOY99 (Naafiri) is on che way,56700
15.50 Caesar (Sylas) signals enemy has vision here,56700
15.50 ASTROBOY99 (Naafiri) signals to all in,56700
15.52 ASTROBOY99 (Naafiri) has cargered ALEX HO -,57000
(Fiddlescickes),57000
15.52 ASTROBOY99 (Naafiri) on the way,57000
15.52 ASTROBOY99 (Naafiri) has targered ALEX HO,57300
(Fiddlescicles),57300
15.52 ASTROBOY99 (Naafiri) on che way,57300
15.57 ASTROBOY99 (Naafiri) is on the way,57300
15.57 Tacticall (Jhin) signals that enemies are Erissing,57300
15.58 ASTROBOY99 (Naafiri) has cargeced the Turret,57300
(7580),57300
15.57 TacticalO (Jhin) signals that enemies are missing,57600
15.58 ASTROBOY99 (Naafiri) has targered che Outer Turrer,57600
75co],57600
6.03 ASTROBOY99 (Naafiri) on che way,57600
6.03 Caesar (Sylas) on the way,57600
6.04 Wekin Poof (Alistar) on the way,57600
16.04 ASTROBOY99 (Naafiri) has cargered che Outer Turtet,57600
"""5690)",57600
16.03 ASTROBOY99 (Naafiri) is on the way,57900
16.03 Caesar (Sylas) on che way,57900
16.04 Wekin Poof (Alistar) on che way,57900
16.04 ASTROBOY99 (Naafiri) has cargeced che Qucei Tuitec,57900
(5690),57900
16.08 ASTROBOY99 (Naafiri) has cargeced che Qurer Turret,57900
(56%0),57900
16.10 ASTROBOY99 (Naafiri) on the way,57900
16.04 Wekn Poof (Alistar) is on the way,58200
16.04 ASTROBOY99 (Naafiri) has cargeced che Qurer Turrer,58200
16.08 ASTROBOY99 (Naafiri) has cargeced the Ourer Turrer,58200
16.12 ASTROBOY99 (Naafiri) signals enemy has vision here,58200
16.04 ASTROBOY99 (Naafiri) has targered che Qucer Turrec,58500
(5680),58500
16.08 ASTROBOY99 (Naafiri) has cargeced che Qurer Turrec,58500
(5686),58500
16.19 ASTROBOY99 (Naafiri) on the way,58500
16.20 Wekin Poof (Alistar) is on the way,58500
Naafiri,58800
(5ofo],58800
16.19 ASTROBOY99 (Naafiri) is on che way,58800
16.20 Wekn Poof (Alistar) is on che way,58800
16.23 ASTROBOY99 (Naafiri) signals chat enemies are missing,58800
16.24 Wekn Pc ? listar) signals char enemies are missing,58800
16.26 ASTROBC Naafiri) on che way,58800
16.20 Welan Pcof (Alistar) is on the way,59100
16.24 Wekin Poof (Alistar) signals chat enemies are missing,59100
16.26 ASTROBOY99 (Naafiri) on the way,59100
16.31 ASTROBOY99 (Naafiri) is on che way,59100
16.31 ASTROBOY99 (Naafiri) signals to be cautious,59100
16.31 ASTROBOY99 (Naafiri) is on the way,59400
16.31 ASTROBOY99 (Naafiri) signals to be caurious,59400
16.32 ASTROBOY99 (Naafiri) is on che way,59400
16.32 Caesar (Sylas) signals chat enemies are missing,59400
16.33 Caesar (Sylas): Fiddlescicks Alive,59400
16.32 Caesar (Sylas) signals that enemies are missing,59700
16.37 ASTROBOY99 (Naafiri) signals to all in,59700
16.39 TacricalO (Jhin) signals enemy has vision here,59700
16.40 ASTROBOY99 (Naafiri) on che way,59700
16.33 Caesar (Sylas): Fiddlescicks - Alive,60000
16.39 TaccicalO (Jhin) signals enemy has vision here,60000
16.40 ASTROBOY99 (Naafiri) is on che way,60000
16.43 ASTROBOY99 (Naafiri) signals to all in,60000
Naafi,60300
16.33 Caesar (Sylas): Flddlescicks Alive,60300
16.40 ASTROBOY99 (Naafiri) on che way philip,60300
16.49 ASTROBOY99 (Naafiri) is on che way,60300
16.33 Caesar (Sylas): Hddlescicl Alive,60600
16.55 Wekin Pcof (Alistar) signals chat enemies are missing,60600
16.39 TacticalO (Jhin) signals enemy has vision here,60900
16.40 ASTROBOY99 (Naafiri) on the way,60900
16.49 ASTROBOY99 (Naafiri) on the way,60900
16.55 Wekin Poof (Alistar) signals chat enemies are missing,60900
16.57 TacticalO (hin) on che way,60900
16.59 TacticalO (Jhin): Ambessa Flash,60900
16.55 Wekin Poof (Alistar} signals chat enemies are missing,61200
16.57 TacricalO (Jhin) on che way,61200
16.59 TacticalO (Jhin); Ambessa Flash,61200
17.02 Wekin Poof (Alistar) signals to be caurious,61200
17.03 ASTROBOY99 (Naafiri) has cargered Isles - (Grugal),61200
17.03 Caesar (Sylas): Waic For Sylas Unleashed Teleport 1395,61200
17.03 ASTROBOY99 (Naafiri) signals to all in,61200
17.05 ASTROBOY99 (Naafiri) on the way,61200
16.59 TacricalO (Jhin): Ambessa Flash,61500
17.02 Wekin Poof (Alistar) signals to be cauticus,61500
17.03 ASTROBOY99 (Naafiri) has cargeced Isles (Grugas),61500
17.05 ASTROBOY99 (Naafiri) is on che way,61500
17.09 ASTROBOY99 (Naafiri) is on the way,61500
17.09 ASTROBOY99 (Naafiri) signals co all in,61500
AIRBORNE,61800
10,61800
TTTTTT,61800
17.02 Wekin Poof (Alistar) signals to be caucious,61800
17.03 ASTROBOY99 (Naafiri) has targered Iles (Gragas),61800
17.03 Caesar (Sylas): WVaic For Sylas Ulileashed Tclcport 1395,61800
17.09 ASTROBOY99 (Naafiri) on the way,61800
17.09 ASTROBOY99 (Naafiri) signals to all in,61800
17.14 ASTROBOY99 (Naafiri) signals enemy has vision here,61800
17.18 Zwer (Sivir) has shut down ASTROBOY99 (Naafiri)! (Bonus,62100
Bounty: 375G),62100
17.18 Caesar (Sylas) on the way,62100
17.21 Wekin Poof (Alistar): Fiddlescicka Flash,62100
1721 Wekin Pcof (Alistar): Fiddlescicka Flash,62100
17.21 [les (Gragas) on kailling spreel,62100
400 450 450 450,62400
500,62400
700 800,62400
600 800 6 LEGENDARY,62400
lonian Boots of Lucidity,62400
17.09 ASTROBOY99 (Naafiri) signals to all i 900 950 Ability Haste,62400
17.14 ASTROBOY99 (Naafiri) signals enemy,62400
17.18 Zven (Sivir) has shut down ASTROBOY99 (Naafiri)! (Bopus < 10 Ability Haste,62400
Bounty: 375G) 45 Move Speed,62400
17.18 Caesar (Sylas) on che way,62400
17.221 Wekin Poof (Aliscar): Fiddlescicks Flash,62400
17.221 Wekin Poof (Aliscar): Fiddlescicks Flash Ionian Insight,62400
17.21 Isles (Gragas) is on killing spreel Gain I0 Summoner Spell Haste:,62400
"""This item is dedicated in honor of Ionia'$ victory",62400
Southern Provinces on I0 December 20 CLE,62400
17.14 ASTROBOY99 (Naafiri) signals enemy has visicn here,62700
17.18 Zyen (Slvin) has shut down ASTROBOY99 (Naafiri)t (Bonus,62700
17.18 Caesar (Sylas) is on che way,62700
17.21 Wekin Pcof (Alistar): Flddlescicks Flash,62700
17221 Wekin Pocf (Aliscar): Flddlestlcks Flash,62700
17.21 Iies ((312ga5) is on a killing spreel,62700
17.28 ASTROBOY99 (Naafiri) purchased Control Ward,62700
6 KI,62700
17.18 Caesar (Sylas) on cematio,63000
17.21 Wekin Poof (Alisrar)  Fddleouialk Flash,63000
17.221 Wekin Poof (Aliscir): Eiqdlesncks-Flash,63000
17.21 Isles (Gragas) on killing spreel,63000
17.32 Caesar (Sylas) signals that enemies are missing,63000
17.34 Caesar (Sylas) purchased Zontrol Ward,63000
+37 8 Kr,63000
17.34 Caesar (Sylas) purchased Control Ward,63300
17.40 Wekin Poof (Aliscar): Cloud Drake Spawning in 0.32,63300
17.41 Wekin Poof (Alistar) is on the way,63300
8 Kr,63300
17.40 Wekin Poof (Alistar): Cloud Drake Spawning in 0.32,63600
17.41 Wekin Poof (Alistar) on che way,63600
17.42 Wekin Pcof (Aliscar): Fiddlescicks Flash,63600
1740 WVekn Pcof (Aliscar): Cloud Drake Spawning 0.32,64200
1740 Wekn Pcof (Alistar): Cloud Drake Spawning in 0.32,64200
1740 Wekn Pcof (Aliscar): Cloud Drake Spawning 0.32,64200
17.40 Wekin Pcof (Alistar): Cloud Drake Spawning in 0.32,64200
1741 Wekin Pcof (Alistar) on the way,64200
17.42 Wekn Pcof (Alistar): FlddlSuckh Flash,64200
17.42 Wekn Pcof (Alistar): Fiddleelckh Flash,64200
17.52 Caesar (Sylas) signals enemy has vision here,64200
17.41 Wekin Poof (Alistar) on the way,64800
17.42 Wekin Poof (Aliscar): Fiddlescicks Flash,64800
18.03 ASTROBOY99 (Naafiri) on che way,64800
2776,65100
(221,65100
202,65100
17.42 Wekin Poof (Aliscar): Fiddlesticks Flash,65400
18.16 Caesar (Sylas} signals to retreat,65400
17.42 Wekin Poof (Aliscar): Flddlescicks Flash,65700
18.03 ASTROBOY99 (Naafiri) on the way,65700
18.16 Caesar (Sylas) signals to recreat,65700
18.17 ASTROBOY99 (Naafiri) is on che way,65700
18.17 Caesar (Sylas): Waic For Sylas Unleashed Teeport - 655,65700
18./9 Caesar (Sylas) signals to be caurious,65700
18./9 TacricalO (Jhin) signals enemy has vision here,65700
18.16 Caesar (Sylas) signals to rerreat,66000
18.17 ASTROBOY99 (Naafiri) on the way,66000
18.17 Caesar (Sylas): Wait For Sylas Unleashed Teleport 655,66000
18.19 Caesar (Sylas) signals to be caurious,66000
18.23 [Team] Caesar (Sylas): im late,66000
18.24 Caesar (Sylas): Wvair For Sylas Unleashed Teleport 585,66000
18.26 [ will trade (Gangplank) signals enemy has vision here,66000
18.23 [Team] Caesar (Sylas): im lare,66300
18.24 Caesar (Sylas): Wait For Sylas Unleashed Teleport 585,66300
18.26 | will trade (Gangplank) signals enemy has vision here,66300
Wekin Puji philip,66600
ILCLCIA,66900
18.19 Caesar (ylas) signals to be caurious,66900
18.223 [Team] Caesar (Sylas): im late,66900
18.24 Caesar (Sylas): Wair For Sylas Unleashed Telcport 585,66900
18.37 ASTROBO (NA (Naafiri) signals to be caurious,66900
18.40 Caesar (Sylas) is on the way,66900
18.41 ASTROBOY99 (Naafiri) on che way,66900
18.24 Caesar (Sylas): WVaic For Sylas Unleashed Teleport 585,67200
18.26 [ will crade (Gangplank) signals enemy has vision here,67200
18.37 ASTROBOY99 (Naafiri) signals to be cautious,67200
18.40 Caesar (Sylas) is en the way,67200
18.41 ASTROBOY99 (Naafiri) is on che way,67200
18.42 [ will trade (Gangplank) signals enemy has vision here,67200
18.43 Zwen (Svir) has slain TacricalO (Jhin) for double killl,67200
18.37 ASTROBOY99 (Naafiri) signals to be caurious,67500
18.40 Caesar (Sylas) on che way,67500
18.41 ASTROBOY99 (Naafiri) on the way,67500
18.42 / will trade (Gangplank) signals enemy has vision here,67500
18.43 Zven (Sivir) has slain TacticalO (Jhin) for double killl,67500
18.50 ASTROBOY99 (Naafiri) has slain Zven (Sivir) for double,67500
kailll,67500
18.51 TaccicalO (Jhin) signals char enemies are missing,67500
10 '177,67800
18.43 Zver (Sivir) has slain TacricalO (Jhin) for a double killl,67800
18.50 ASTROBOY99 (Naafiri) has slain Zven (Slvir) for a double,67800
18.51 TacricalO (Jhin) signals chat enemies are missing,67800
"18,52 [Team] Wekin Pcof (Alisrar): big",67800
18.52 Caesar (Sylas) signals chat enemies are missing,67800
18.54 TacricalO (Jhin) purchased Control Ward,67800
ASTROBOY,68100
18.43 Zweri (Slvir) has slain TacricalO (Jhin) for a double killl,68100
Iailll,68100
18.5[ TacricalO (Jhin) signals chat enemies are missing,68100
18.52 [Team] Wekin Pcof (Alisrar): big,68100
8.52 Caesar (Sylas) signals that enemies are missing,68100
18.54 TaccicalO (Jhin) purchased Control Ward,68100
18.57 Wekin Poof (Alistar) purchased Control Ward,68100
101,68400
18.51 TacticalO (hin) signals that enemies are missing,69000
18.52 [Team] Wekin Poof (Aliscar): big,69000
18.52 Caesar (Sylas) signals that enemies are missing,69000
18.54 TacticalO (Jhin) purchased Control Ward,69000
19.13 TaccicalO (Jhin) signals chat enemies are missing,69000
19.13 Sylas has stolen Zed' 5 ulcimatel,69000
18.52 Caesar (Sylas) signals thar enemies are missing,69300
19.13 TacricalO (Jhin) signals chat enemies are missing,69300
19.13 Sylas has stolen Zed'$ ulcimatel,69300
19.18 ASTROBOY99 (Naafiri) has cargeted philip (Ambes5a),69300
19.19 TaccicalO (hin): Zed Flash,69300
18.57 Wekin Poof (Alisrar) purchased Control Ward,69600
19.13 TacticalO (Jhin) signals that enemies are missing,69600
19.13 Sylas has stolen Zed'5 ulcimatel,69600
19.18 ASTROBOY99 (Naafiri) has cargered philip (Ambessz),69600
19.19 TacricalO (Jhin): Zed Flash,69600
19.19 TacticalO (Jhin): Zed Flash,69600
19.23 RobbyBob (Zed) has shut down Caesar (Sylas)! (Bonus,69600
Bounty: 471G),69600
rrnnninnnnmnna,69900
6169,69900
Ac,69900
975,69900
105,70200
19./9 TaccicalO (Jhin): Zed Flash,70200
1923 RobbyBob (Zedi has shur down Cesar (Sylas)! (Bonus,70200
19.32 ASTROBOY99 (Naafiri) has cargeced che Cloud Drake (5| %),70200
19.32 TaccicalO (Jhin) on che way,70200
19.35 TaccicalO (Jhin) on che way,70200
19.36 TaccicalO (Jhin) on che way,70200
2465,70500
ASTR,70500
19.32 ASTROBOY99 (Naafiri) has cargeced the Cloud Drake (51%),70500
19.32 TaccicalO (Jhin) is on che way,70500
19.35 TaccicalO (Jhin) is on che way,70500
19.36 TaccicalO (hin) on che way,70500
19.37 TacricalO (Jhin) is on the way,70500
19.41 TacticalO (Jhin) is on the way,70500
ALEXHO,70800
19.32 ASTROBOY99 (Naafiri) has targered the Cloud Ural,70800
19.32 TacticalO (hin) is on che way,70800
19.36 TacricalO (Jhin) is on che way,70800
19.37 TaccicalO (Jhin) is on che way,70800
19.41 TacticalO (Jhin) is on che way,70800
19.43 ASTROBOY99 (Naafiri} signals chat enemies are missing,70800
19.45 ASTROBOY99 (Naafiri} has slain che Cloud Drakel,70800
19.43 ASTROBOY99 (Naafiri) signals chat enemies are missing,71100
19.45 ASTROBOY99 (Naafiri) has slain the Cloud Drakel,71100
19.47 ASTROBOY99 (Naafiri) signals to be cautious,71100
19.48 ASTROBOY99 (Naafiri) signals enemy has vision here,71100
9.49 Caesar (Sylas) signals to be caurious,71100
19.50 Caesar (Sylas) signals to be caurious,71100
19.50 Caesar (Sylas): Fiddlescicke Alive,71100
145 2/2/4,71400
138 2/4/6,71400
'ekin Poof,71400
156 3/2/0,71400
170 6/4/3,71400
19.41 TaccicalO (Jhin) on the way,71400
19.443 ASTROBOY99 (Naafiri) signals char enemies are n,71400
19.45 ASTROBOY99 (Naafiri) has slain the Cloud Drake 22 4/1/8,71400
9.48 ASTROBOY99 (Naafiri) signals enemy has vision,71400
19.49 Caesar (Sylas) signals to be caurious,71400
19.50 Caesar (Sylas) signals to be cautious,71400
19.50 Caesar (Sylas): Fiddlescicks - Alive,71400
of,71700
19.43 ASTROBOY99 (Naafiri) signals that enemies are missing,72300
19.47 ASTROBOY99 (Naafiri) signals to be caucious,72300
19.50 Caesar (Sylas): Fiddlesticks Alive,72300
20.07 ASTROBOY99 (Naafiri) signals chat enemies are missing,72300
19.50 Caesar (Sylas): Fiddlescicks Alive,72600
20.07 ASTROBOY99 (Naafiri) signals char enemies are missing,72600
20.14 Caesar (Sylas) on che way,72600
20.15 TacricalO (Jhin) signals enemy has vision here,72600
20.15 Caesar (Sylas) has rargered ALEX HO (Fiddlescicks),72600
20.15 Caesar (Sylas) has rargered ALEX HO (Fiddlescicles),72900
20.17 ASTROBOY99 (Naafiri) is on che way,72900
20.18 ASTROBOY99 (Naafiri) signals chat enemies are missing,72900
20.14 Caesar (Sylas) on the way,73200
20.15 Caesar (Sylas) has cargered ALEX HO - (Flddlesticls),73200
20.23 ASTROBOY99 (Naafiri) signals enemy has vision here,73200
20.25 ASTROBOY99 (Naafiri) on the way,73200
STUNNED,73500
24 18,73500
486,73500
20.15 Caesar (Sylas) has targered ALEXHo - (Fiddlescicl),73500
20.25 ASTROBOY99 (Naafiri) is on che way,73500
20.30 Sylas has stolen Gragas'$ ulcimacel,73500
20.30 Sylas has stolen Gragas'$ ulcimatel,73800
20.32 ASTROBOY99 (Naafiri) on killing spreel,73800
20.34 ASTROBOY99 (Naafiri) signals to all in,73800
20.34 ASTROBOY99 (Naafiri) signals enemy has vision here,73800
20.35 / will trade (Gangplank) on che way,73800
20.35 ASTROBOY99 (Naafiri) is on the way,73800
20.23 ASTROBOY99 (Naafiri} signals enemy has vision here,74100
20.25 ASTROBOY99 (Naafiri) on che way,74100
20.32 ASTROBOY99 (Naafiri) is on killing spreel,74100
20.35 [ will trade (Gangplank) on che way,74100
20.35 ASTROBOY99 (Naafiri) is on che way,74100
20.35 / will trade (Gangplank) is on che way,74400
20.35 ASTROBOY99 (Naafiri) is cn che way,74400
20.43 ASTROBOY99 (Naafiri) i5 on rmpagel,74400
20.44 Caesar (Sylas) is on che way,74400
20.44 ASTROBOY99 (Naafiri) sighals enemy has vision here,74400
Wekin Po,74700
20.35 ASTROBOY99 (Naafiri) cn the way,74700
20.43 ASTROBOY99 (Naafiri) cn Timpager,74700
20.44 Caesar (Sylas) on the way,74700
20.44 ASTROBOY99 (Naafiri) signals enemy has vision here,74700
20.49 ASTROBOY99 (Naafiri) i5 on che way,74700
20.51 Caesal (Sylas) askng for assisrance,74700
25,75000
19,75000
20.34 ASTROBOY99 (Naatiri) signals enemy has vision here,75000
20.43 ASTROBOY99 (Naafiri) on a rampagel,75000
20.44 Caesar (Sylas) on che way,75000
20.49 ASTROBOY99 (Naafiri) is on che wey,75000
20.51 Caesar (Sylas) asking for assisrance,75000
20.35 | will trade (Gangplank) on che way,75300
20.43 ASTROBOY99 (Naafiri) is on rampagel,75300
20.44 Caesar (Sylas) is on the way,75300
20.49 ASTROBOY99 (Naafiri) on the way,75300
20.51 Caesar (Sylas) asking for assistance,75300
20.58 TacricalO (Jhin) has slain phillp (Arbessa) for a double killl,75300
20.43 ASTROBOY99 (Naafiri) on rampagel,75600
20.58 TacricalO (Jhin) has slain philip (Ambessa) for a double killl,75600
21.05 Objeccive Bounties are available soon,75600
21.06 ASTROBOY99 (Naafiri) signals char enemies are missing,75600
250 250 300 350 400 40,75900
600 LEGENDARY,75900
21.08 ASTROBOY99 (Naafiri) signals char enemies are missing 550 x 2500 2500 2700 2800 2900 3OC,75900
21.08 TacricalO (Jhin) wants t0 push forward,75900
21.09 TacricalO (Jhin) wants to push forward r,75900
21.10 TacricalO (Jhin) wants to push forward,75900
You must wait before issuing more pings. 2700 3100 3200 3200,75900
You must wair before issuing more pings.,75900
21.[ TacricalO (Jhin) wants to push forward SELL UNDO 3016,75900
500 EPIC,76200
75 700 775 800 800 800 80,76200
1100 1100 1150 1200 1200 13C,76200
2800 2900 2900 2900 2900,76200
2/.08 TaccicalO (Jhin) wants to push forward : 3100 3100 3200 3200 32C,76200
21.09 TacricalO (Jhin) wants to push forward,76200
20.10 TacricalO (Jhin) wants to push forward,76200
You Must waic before issuing more pings.,76200
20.10 TacricalO (Jhin) wants tO push forward 3300 3300 3333 3400,76200
You Must wait before issuing more pings.,76200
20.01 TacricalO (Jhin) wants tO push forward,76200
21.16 TacricalO (Jhin) purchased Control Ward SELL UNDO 2476,76200
21.09 TacricalO (Jhin) wants t0 push forward,76500
21.10 TaccicalO (Jhin) wants t0 push forward,76500
You must waic before issuing mncre pings.,76500
20:10 TacticalO (Jhin) wants to push forward,76500
You must wait before issuing more pings:,76500
20.0| TacricalO (Jhin) wants to push forward,76500
21.16 TacricalO (Jhin) purchased Control Ward,76500
21.19 Wekin Poof (Alisrar) purchased Cortrol Ward,76500
You must waic before issuing more pings.,76800
You Must wair before issuing more pings.,76800
21.0| TacricalO (Jhin) wants to push forward,76800
21.19 Wekin Poof (Alistar) purchased Control Ward,76800
21.22 ASTROBOY99 (Naafiri) purchased Control Ward,76800
You must wait before issuing more pings.,78600
21:01 TacricalO (Jhin) wants to push forward,78600
21.19 Wekin Poof (Alisrar) purchased Control Ward,78600
21.54 ASTROBOY99 (Naafiri) on the way,78600
759 AIRBORNE,78900
15,78900
10 TtnttntMTTTTT,78900
Zven Gangp,78900
21;| TacricalO (Jhin) wants to push forward,78900
21.16 TacricalO (hin) purchased Control Ward,78900
21.19 WVekin Pcof (Alistar) purchased Control Ward,78900
21.22 ASTROBOY99 (Naatiri) purchased Control Ward,78900
21.58 Sylas has stolen Fiddlescicks' $ ulcimatel,78900
21.58 ASTROBOY99 (Naafiri) signals char enemies are mi85i88,78900
21.59 ASTROBOY99 (Naafiri) signals to be cauriou,78900
21.16 TaccicalO (Jhin) purchased Control Ward,79200
2/.19 Wekin Poof (Aliscar) purchased Control Ward,79200
"2/,.22 ASTROBOY99 (Naafiri) purchased Control Ward",79200
